Headline,Date,Author,Vertical,Description
Big Bash boundary catch causes cricket law confusion,"Jan 10, 2020",Reporter,SPORTS,"Sydney, January 10: A two-man catch to dismiss Hobart skipper Matthew Wade in a T20 Big Bash match in Brisbane has led to…"
India U19 beat South Africa U19 to clinch the Quadrangular series,"Jan 10, 2020",Reporter,SPORTS,"Johannesburg, January 10: Wicketkeeper-batsman Dhruv Jurel struck a delightful century before left-arm spinner Atharva Ankolekar…"
"Home, HRD ministers responsible for JNU violence, says Congress","Jan 10, 2020",Reporter,DELHIFEATURED,"NEW DELHI:  Terming violence in the JNU as “officially sponsored goondaism”, the Congress on Thursday alleged that Home Minister…"
SC to hear Tata Sons’ plea challenging NCLAT decision restoring Mistry as chairman,"Jan 10, 2020",Reporter,BUSINESS,NEW DELHI: The Supreme Court is scheduled to hear on Friday the petition by Tata Sons Private Ltd (TSPL) challenging the NCLAT…
"Sensex rises nearly 200 pts, Nifty tests 12,250","Jan 10, 2020",Reporter,BUSINESS,MUMBAI: Equity benchmark BSE Sensex jumped nearly 200 points in early trade on Friday led by gains in IT and banking stocks amid…
Ukrainian airplane ‘accidentally’ shot down by Iran: US officials,"Jan 10, 2020",Reporter,WORLD,WASHINGTON: US officials said Thursday it was “highly likely” that an Iranian anti-aircraft missile downed a Ukrainian jetliner…
Iranian missile brought down Ukrainian airliner: Canadian PM,"Jan 10, 2020",Reporter,WORLD,"OTTAWA: Canadian Prime Minister Justin Trudeau said Thursday ""multiple"" intelligence sources indicate that Iran shot down a…"
Vice President M Venkaiah Naidu laments use of ‘3 Bs’ by parties to patronise cadre,"Jan 10, 2020",Reporter,NATIONAL,"HYDERABAD: Pointing out that political parties are resorting to “Three Bs” — ‘Bus, Bottle, Biryani’ — for their political gains,…"
Rat race for PA hopefuls on at Maharashtra Mantralaya,"Jan 10, 2020",Reporter,OTHER STATES,"MUMBAI:  After the three ruling allies chose their candidates in the Maharashtra Cabinet, there is a rush of applicants who are…"
Article 370: SC verdict on pleas challenging curbs in J-K today,"Jan 10, 2020",Reporter,DELHI,NEW DELHI:The Supreme Court is scheduled to deliver on Friday its verdict on a batch of pleas including that of Congress leader…
"Breaking Opposition ranks, Mamata to skip meeting on CAA-NRC called by Sonia Gandhi","Jan 10, 2020",Reporter,FEATUREDOTHER STATES,"KOLKATA: Breaking the opposition ranks, Trinamool chief and West Bengal CM Mamata Banerjee on Thursday said she would not attend…"
"Those who cannot take care of their minorities, should not tell others how to do it: MEA slams…","Jan 10, 2020",Reporter,DELHI,"NEW DELHI: India slammed Pakistan on Thursday over the desecration of Gurdwara Nankana Sahib, near Lahore, and the killing of a…"
Scrap anti-constitutional CAA: Nobel laureate Amartya Sen,"Jan 10, 2020",Reporter,OTHER STATES,"KOLKATA: Iterating that the new citizenship law is not in tune with the Constitution, Nobel laureate Amartya Sen has demanded that…"
"Meghalaya CM’s cousin goes missing, wife names NPP leaders in police complaint","Jan 10, 2020",Reporter,NATIONAL,SHILLONG: Meghalaya Chief Minister Conrad K Sangma's cousin and Garo Hills Autonomous District Council (GHADC) member Boston Marak…
"For effective policing, CM Yogi Adityanath to introduce Police Commissioner system in UP","Jan 10, 2020",Reporter,OTHER STATES,"LUCKNOW: In a bid to brace up Uttar Pradesh's deteriorating law and order situation, the Yogi Adityanath government has planned to…"
JNU student leaders provoked protesters to move towards Rashtrapati Bhavan: Police,"Jan 10, 2020",Reporter,DELHIFEATURED,"NEW DELHI: Police on Thursday said JNU student leaders ""provoked"" fellow protesters to move towards the Rashtrapati Bhavan which…"
Nirbhaya case death-row convicts likely to be shifted to Tihar’s Jail No 3,"Jan 10, 2020",Reporter,CRIME,"NEW DELHI: The four death-row convicts in the Nirbhaya case are likely to be shifted to Jail No.3 in Tihar on Friday, where their…"
Brexit is happening: Bill to exit the EU passed in the House of Commons,"Jan 10, 2020",Reporter,WORLD,LONDON: Britain passed a long-elusive milestone on the road to Brexit on Thursday when the House of Commons approved a bill…
Curious signals in pre-Budget meet,"Jan 10, 2020",Reporter,BUSINESSFEATURED,"NEW DELHI:  With the economy in a tailspin and the Budget barely a month away, PM Narendra Modi on Thursday sat down with top…"
Comments on process guidelines for habitat rights still awaited from three states: Centre,"Jan 9, 2020",Reporter,NATIONAL,New Delhi: The central government has slammed three state governments for not getting comments from them on the proposed process…
Army delegation on five-day trip to China for border talks,"Jan 9, 2020",Reporter,DELHI,NEW DELHI: A high-level Indian military delegation led by Northern Army Commander Lt Gen Ranbir Singh is on a significant five day…
Nirbhaya case: Death row convict Vinay Kumar Sharma moves curative petition in SC,"Jan 9, 2020",Reporter,CRIME,"NEW DELHI: In a last ditch effort to escape the noose, Vinay Kumar Sharma, one of the four men sentenced to death in the Nirbhaya…"
"Government, bankers worried over high haircuts in IBC","Jan 9, 2020",Reporter,BUSINESS,NEW DELHI: Top bankers are worried that the IBC process which has been hailed as a fast track solution to the pile of bad debts…
Bharti Airtel launches Qualified Institutional Placement worth $2 billion,"Jan 9, 2020",Reporter,BUSINESS,"NEW DELHI: One month after deciding to raise up to $3 billion to meet statutory dues, telecom major Bharti Airtel on Wednesday…"
New Skoda Vision IN Concept SUV Teaser Sketches Released,"Jan 9, 2020",Reporter,AUTOMOTIVE,Skoda Auto India has released official teaser sketches for the concept version of its upcoming SUV for the Indian market. Called…
Porsche Carrera S Owner Fined Rs 27.68 Lakh For Traffic Violations,"Jan 9, 2020",Reporter,AUTOMOTIVE,An owner of a Porsche Carrera S has been fined a whopping Rs 27.68 lakh for traffic violation by the Ahmedabad Police. The police…
Samsung Launches Portable SSD T7 Touch With Integrated Fingerprint Scanner,"Jan 9, 2020",Reporter,TECHNOLOGY,Samsung has launched its latest Portable Solid State Drive (SSD) T7 Touch in India. The portable SSD comes with an integrated…
Realme Might Launch Its First Fitness Band In India Today,"Jan 9, 2020",Reporter,TECHNOLOGY,"Realme is all set to introduce a refreshed version of the Realme 5 called the Realme 5i with an upgraded selfie camera. Similarly,…"
Health Benefits Of Eating Purple Coloured Fruits & Vegetables,"Jan 9, 2020",Reporter,LIFESTYLE,"Doctors usually advise to consume plenty of colourful fruits and vegetables because they are high in antioxidants, a compound that…"
Darbar Box Office Prediction: Is A Record Smashing Opening On Cards For The Rajinikanth Starrer?,"Jan 9, 2020",Reporter,ENTERTAINMENT,"Darbar, the Rajinikanth starring action thriller is finally hitting the theaters today (December 9, 2020). The movie, which is…"
Fahadh Faasil’s Amazing Transformation For Malik: Location Pictures Go Viral!,"Jan 9, 2020",Reporter,ENTERTAINMENT,Fahadh Faasil is one of those rare actors who successfully broke all pre-existing stereotypes about a leading man in cinema.…
Paris Saint-Germain 6-1 Saint-Etienne: Icardi hits treble as Tuchel’s men run riot,"Jan 9, 2020",Reporter,SPORTS,"Paris, January 9: Paris Saint-Germain cruised into the semi-finals of the Coupe de la Ligue after Mauro Icardi scored a hat-trick…"
76ers’ Embiid to sit out Celtics showdown with finger injury,"Jan 9, 2020",Reporter,SPORTS,"New York, January 9: Joel Embiid will miss the Philadelphia 76ers' matchup against NBA rivals the Boston Celtics due to a finger…"
Pacers star Oladipo sets date for season debut,"Jan 9, 2020",Reporter,SPORTS,"New York, January 9: Indiana Pacers star Victor Oladipo is planning to make his long-awaited NBA return against the Chicago Bulls…"
SC stays Bombay HC order quashing LRs issued in Adani coal import case,"Jan 9, 2020",Reporter,BUSINESS,NEW DELHI: The Supreme Court revived on Wednesday the probe against a Adani group firm in a case of alleged overvaluation of…
IIT-Madras graduate donates Rs 1 crore for robotics research lab,"Jan 9, 2020",Reporter,OTHER STATES,CHENNAI: An Indian Institute of Technology Madras Distinguished Alumnus awardee from Chennai has donated a sum of `1 crore to…
"Prince Harry, Meghan to ‘step back’ as senior UK royals","Jan 9, 2020",Reporter,WORLD,"LONDON: In a stunning declaration, Britain’s Prince Harry and his wife, Meghan, said they are planning “to step back” as senior…"
PM Modi unlikely to inaugurate 3rd Khelo India Youth Games 2020,"Jan 9, 2020",Reporter,NATIONAL,GUWAHATI: Prime Minister Narendra Modi is unlikely to inaugurate the 3rd Khelo India Youth Games 2020 here on January 10 as BJP…
Bangladeshi criminals attack border outpost; one BSF jawan hurt: Police,"Jan 9, 2020",Reporter,NATIONAL,"SHILLONG: A group of criminals, allegedly from Bangladesh, attacked a BSF border outpost on Wednesday and snatched the weapons of…"
Three labourers killed in fire in under-construction building in Jaipur,"Jan 9, 2020",Reporter,FEATUREDNATIONAL,JAIPUR: Three labourers were killed and many injured in a fire which broke out in an under-construction building at Anita Colony…
CCPA recommends Budget Session from January 31; Union Budget on February 1,"Jan 9, 2020",Reporter,DELHI,NEW DELHI: The Cabinet Committee on Parliamentary Affairs has recommended holding the Budget Session in two phases from January 31…
Sonia deputes old hand Kharge to douse flames of discontent in Maharashtra,"Jan 9, 2020",Reporter,OTHER STATES,"MUMBAI: After growing discontent in Congress, party president Sonia Gandhi has deputed Congress general secretary Mallikarjun…"
"BJP’s Swapan Dasgupta, Visva Bharati VC Bidyut Chakraborty confined by SFI activists","Jan 9, 2020",Reporter,OTHER STATES,"KOLKATA: BJP Rajya Sabha member Swapan Dasgupta and Visva Bharati Vice Chancellor Bidyut Chakraborty, who were scheduled to attend…"
Maharashtra government open to CBI judge Loya murder case probe based on ‘evidence’: NCP…,"Jan 9, 2020",Reporter,OTHER STATES,MUMBAI: The Maharashtra government would consider an investigation into the alleged suspicious death of special CBI judge B H Loya…
Government tells EC it is looking for Delhi police chief Patnaik’s replacement,"Jan 9, 2020",Reporter,DELHI,NEW DELHI: The government is learnt to have informed the Election Commission (EC) that it is looking for a replacement of Delhi…
"Tweet misconstrued, says Cyberabad top cop Sajjanar after Asaduddin Owaisi attack","Jan 9, 2020",Reporter,NATIONAL,HYDERABAD: After coming under attack from AIMIM President Asaduddin Owaisi on Wednesday for his controversial reply to a tweet…
EU envoys to visit Jammu and Kashmir at later date: Government sources,"Jan 9, 2020",Reporter,DELHI,NEW DELHI: After countries from the European Union reportedly said that they will not be part of a foreign delegation visiting…
"Al-Shabaab warns of more attacks against Kenya, US interests","Jan 9, 2020",Reporter,WORLD,"KENYA: Somali Islamist group Al-Shabaab on Wednesday warned Kenya ""will never be safe"", threatening tourists and calling for more…"
Two rockets hit Iraqi capital’s Green Zone: Security sources,"Jan 9, 2020",Reporter,FEATUREDWORLD,"BAGHDAD: Two rockets crashed late Wednesday into the Iraqi capital's Green Zone, the high-security enclave where foreign embassies…"
TCL C8 (55″ & 65″) 4K AI Smart TVs First Look: Smart TVs With Hands-Free Voice…,"Jan 8, 2020",Reporter,TECHNOLOGY,"In a bid to enhance your 'Smart Home' experience, TCL has announced a new range of Google Assistant backed smart TVs in the Indian…"
CES 2020: Intel Introduces Its First Foldable Laptop,"Jan 8, 2020",Reporter,TECHNOLOGY,Intel has showcased its prototype foldable laptop at the Consumer Electronics Show (CES) 2020. The laptop is named as Horseshoe…
Lunar Eclipse 2020: How Different Zodiac Signs Will Be Affected During This Time,"Jan 8, 2020",Reporter,LIFESTYLE,The first eclipse of 2020 is all set to take place on 10 January. It is going to be a lunar eclipse and will be for a duration of…
Radhika Pandit Shares An Adorable Video Of Daughter Ayra Celebrating Yash’s Birthday,"Jan 8, 2020",Reporter,ENTERTAINMENT,"Sandalwood superstar Yash turned 34-years-old on January 8. On the special occasion his actress-wife, Radhika Pandit took to…"
No Copyright On Real-life Events: HC On Suit Opposing Chhapaak Release,"Jan 8, 2020",Reporter,ENTERTAINMENT,"Paving the way for the release of Deepika Padukone-starrer Chhapaak, the Bombay High Court on Wednesday said no one person can…"
Maria Sharapova gets Australian Open wildcard,"Jan 8, 2020",Reporter,SPORTS,MELBOURNE: Five-time Grand Slam winner Maria Sharapova was Wednesday handed an Australian Open wildcard as she attempts to…
Job only half done: Manchester City gaffer Pep Guardiola after derby win,"Jan 8, 2020",Reporter,SPORTS,MANCHESTER: Pep Guardiola warned Manchester City of Manchester United's powers of recovery after his side outclassed their city…
"Virat Kohli retains top spot; Ajinkya Rahane, Cheteshwar Pujara slip in ICC Test rankings","Jan 8, 2020",Reporter,SPORTS,DUBAI: India skipper Virat Kohli retained his top spot among batsmen while Cheteshwar Pujara and Ajinkya Rahane slipped in the…
SC seeks response from Centre on apex mineral body’s plea challenging provisions of Coal Mines…,"Jan 8, 2020",Reporter,BUSINESS,NEW DELHI: The Supreme Court on Wednesday sought a response from the Centre on a plea challenging the constitutional validity of…
Infuse capital in economy without worrying about fiscal deficit: FICCI to government,"Jan 8, 2020",Reporter,BUSINESS,NEW DELHI: The government should infuse capital in the economy without worrying about the fiscal deficit target as the GDP growth…
Reliance Jio launches voice and video calling over Wi-Fi,"Jan 8, 2020",Reporter,BUSINESS,NEW DELHI: Reliance Jio on Wednesday launched voice and video calling over Wi-Fi service that will allow customers to switch…
CAT topper from Kolkata not scared to take part in protests on JNU issue,"Jan 8, 2020",Reporter,FEATUREDOTHER STATES,"KOLKATA: JU student Deborshi Chanda, one of the ten candidates to have scored 100 percentile in the Common Admission Test (CAT),…"
"Bharat Bandh: CPM hits back at Mamata, says Bengal CM instigated violence","Jan 8, 2020",Reporter,OTHER STATES,KOLKATA: CPI(M) politburo member Mohammed Salim on Wednesday alleged that West Bengal Chief Minister Mamata Banerjee instigated…
Fear of coup prevented CDS appointment earlier: ex-Army chief Shankar Roy Chowdhury,"Jan 8, 2020",Reporter,OTHER STATES,"KOLKATA: Terming the appointment of a Chief of Defence Staff (CDS) as a welcome move, former Army chief General (retd) Shankar Roy…"
"Sharad Pawar to join Yashwant Sinha in his yatra against CAA, NRC","Jan 8, 2020",Reporter,OTHER STATES,MUMBAI: NCP chief Sharad Pawar will flag off and participate in the yatra being organised by the Rashtra Manch of former Union…
16-year-old Haryana boy murdered for ransom,"Jan 8, 2020",Reporter,CRIME,CHANDIGARH: A 16-year old Haryana boy was murdered for ransom in Panipat town. His body was found from the city outskirts on…
"Youth teaching how to protest peacefully, it makes their voice stronger: Bombay HC","Jan 8, 2020",Reporter,OTHER STATES,"MUMBAI: The younger generation is teaching everyone how to protest peacefully, which makes their voice stronger, the Bombay High…"
BJP loses Zilla Parishad seat in Union Minister Nitin Gadkari’s native village,"Jan 8, 2020",Reporter,NATIONAL,NAGPUR: The BJP on Wednesday lost the Zilla Parishad (ZP) seat in party leader and Union Minister Nitin Gadkari's native village…
Iran says won’t give Americans crashed plane’s black boxes,"Jan 8, 2020",Reporter,FEATUREDWORLD,TEHRAN: Iran's aviation authority said it would not hand over to Americans the recovered black boxes of a Boeing 737 that crashed…
No evidence found of murder of children in Muzaffarpur shelter home case: CBI tells SC,"Jan 8, 2020",Reporter,CRIME,NEW DELHI: The CBI on Wednesday told the Supreme Court that there was no evidence of murder of children in the Muzaffarpur shelter…
Clash breaks out between Trinamool Congress and SFI members during ‘Bharat Bandh’ in…,"Jan 8, 2020",Reporter,NATIONAL,BURDWAN (WEST BENGAL): A clash broke out between the workers of Trinamool Congress (TMC) and Students' Federation of India (SFI)…
"Bharat Bandh LIVE UPDATE: Railway, bus services affected in Odisha, West Bengal","Jan 8, 2020",Reporter,NATIONAL,Transport and banking services at several places are likely to be affected due to the 'Bharat Bandh' called by all 10 Central…
"80 Americans killed in missile attack, claims Iran; Trump says ‘all is well’","Jan 8, 2020",Reporter,FEATUREDWORLD,TEHRAN: Some 80 US personnel were killed and nearly 200 others injured during Iran's missile attack on the American Ain al-Asad…
FIRs naming JNUSU president Aishe Ghosh add to criticism,"Jan 8, 2020",Reporter,DELHI,"NEW DELHI: Delhi Police came under criticism on Tuesday after reports said JNUSU president Aishe Ghosh, who was injured in the…"
"States struggling to control poverty, hunger","Jan 8, 2020",Reporter,DELHIFEATURED,NEW DELHI:  A Niti Aayog report on Sustainable Development Goals (SDG) has thrown up some worrying details. It shows that the…
Iran launches missiles on Iraq base housing US troops,"Jan 8, 2020",Reporter,FEATUREDWORLD,"BAGHDAD: Iran on Wednesday launched a missile attack on an Iraqi airbase where US forces are based, threatening ""more crushing…"
Tata Motors Celebrates One-Year Of Harrier SUV,"Jan 7, 2020",Reporter,AUTOMOTIVE,Tata Motors is celebrating the one-year anniversary of its Harrier SUV in the Indian market. The company has announced the start…
Toyota C-HR Spied Testing In India Ahead Of Possible Launch,"Jan 7, 2020",Reporter,AUTOMOTIVE,"Recently, a highly camouflaged test mule of the Toyota C-HR was snapped testing by ElectricVehicleWeb.in on the NICE Road in…"
Belkin Launches Google Assistant Smart Speaker With Built-In Wireless Charger,"Jan 7, 2020",Reporter,TECHNOLOGY,Belkin in partnership with Devialet has showcased its latest Google Assistant-enabled smart speaker - the Soundform Elite Hi-Fi at…
Uber And Hyundai Join Hands To Develop Electric Flying Cars,"Jan 7, 2020",Reporter,TECHNOLOGY,Popular Cab-hailing service Uber and automaker Hyundai Motor have joined hands to develop electric air taxis. In 2018 we have seen…
Shikara Trailer: Vidhu Vinod Chopra’s Film Is A Moving Account About Exodus Of Kashmiri…,"Jan 7, 2020",Reporter,ENTERTAINMENT,"Vidhu Vinod Chopra who last directed Broken Horses in 2015, is back donning the directorial hat and this time, the filmmaker tells…"
"Vidhu Vinod Chopra and A.R. Rahman, today unveiled the trailer of the upcoming film Shikara. The…","Jan 7, 2020",Reporter,ENTERTAINMENT,"Vidhu Vinod Chopra and A.R. Rahman, today unveiled the trailer of the upcoming film Shikara. The film tells the tale of a Kashmiri…"
‘It’s going to be an awesome series’: Tim Paine in no mood for revenge against…,"Jan 7, 2020",Reporter,SPORTS,"SYDNEY: Their confidence soaring high after five Test wins in a row, Australia skipper Time Paine says they can't wait to host…"
"This day, last year: When Virat Kohli’s men scripted history Down Under","Jan 7, 2020",Reporter,SPORTS,"NEW DELHI: It was on January 7, 2019 when Virat Kohli's men became the first-ever Indian team to register a Test series win in…"
New Zealand not an easy tour but Rohit Sharma up for the challenge,"Jan 7, 2020",Reporter,SPORTS,NEW DELHI: A lethal bowling attack that executes its plans to near perfection makes New Zealand one of the toughest places to play…
Bengaluru IT company owner donates Rs 1 crore to Tirupati Balaji temple,"Jan 7, 2020",Reporter,BUSINESS,BENGALURU: A Bengaluru-based devotee of Lord Venkateswara on Monday donated Rs 1 crore to the Tirumala hill temple near here with…
"Sensex rebounds 193 points; Nifty reclaims 12,000","Jan 7, 2020",Reporter,BUSINESS,"MUMBAI: The BSE benchmark Sensex recovered by 192.84 points and the NSE Nifty reclaimed the 12,000 level on Tuesday as no fresh…"
SC to hear on Friday Tata Sons’ plea challenging NCLAT decision restoring Mistry as chairman,"Jan 7, 2020",Reporter,BUSINESS,NEW DELHI: The Supreme Court will hear on January 10 the petition by Tata Sons Private Ltd (TSPL) challenging the NCLAT decision…
Over 30 killed in stampede at funeral for slain Iranian general Soleimani,"Jan 7, 2020",Reporter,WORLD,"TEHRAN:  A stampede erupted on Tuesday at a funeral procession for a top Iranian general killed in a U.S. airstrike last week,…"
Death of Iran general spurs anxiety over fate of US hostages,"Jan 7, 2020",Reporter,WORLD,"WASHINGTON: The killing of a top Iranian general has ratcheted up the anxiety of families of Americans held in Iran, one month…"
Pakistan’s National Assembly passes bills to extend General Bajwa’s tenure as Army Chief,"Jan 7, 2020",Reporter,WORLD,"ISLAMABAD: Pakistan's National Assembly, the lower house of Parliament, on Tuesday passed three crucial bills to give extension to…"
"Four Nirbhaya rapists to hang on January 22, court issues death warrants","Jan 7, 2020",Reporter,CRIMEFEATURED,"NEW DELHI: Seven years after the 23-year-old Nirbhaya was raped and brutalised, a Delhi court on Tuesday issued death warrant for…"
"Fringe group owns up to JNU attack, says campus hub of ‘anti-national’ activities","Jan 7, 2020",Reporter,DELHI,NEW DELHI: After a fringe group by the name of Hindu Raksha Dal claimed responsibility for Sunday's violence in Jawaharlal Nehru…
"Fire in Vasai Fort at Maharashtra, no casualty","Jan 7, 2020",Reporter,NATIONAL,"PALGHAR: A fire broke out at the ancient Vasai Fort in Maharashtra's Palghar district on Monday night, an official said. No…"
"Kanhaiya Kumar, Prashant Kishor in Forbes top personalities of 2020 list","Jan 7, 2020",Reporter,OTHER STATES,"PATNA: Two youth leaders from Bihar — poll strategist Prashant Kishor, also a Janata Dal (United) national Vice President; and…"
Terrorist killed by security forces in J&K’s Awantipora,"Jan 7, 2020",Reporter,FEATUREDNATIONAL,"PULWAMA: (Jammu and Kashmir): One terrorist was killed in an encounter between security forces and terrorists in Awantipora,…"
CM Arvind Kejriwal shielding ‘anti-nationals’ from prosecution: Home Minister Amit Shah,"Jan 7, 2020",Reporter,DELHIFEATURED,NEW DELHI: Union Home Minister Amit Shah on Monday targeted the Aam Aadmi Party and the Congress for misleading people on the…
"Foreign Minister Jaishankar holds discussion with Jordan, Qatar FMs on regional issues","Jan 7, 2020",Reporter,NATIONAL,NEW DELHI: Foreign Minister S Jaishankar on Monday held discussions over regional issues with his Jordanian and Qatari…
